Year,USRevenue,USRealRevenue,USADR,USRealADR,USRevpar,USRealRevpar,USORate,USAvailable,USOccupied,VARevenue,VARealRevenue,VAADR,VARealADR,VARevpar,VARealRevpar,VAORate,VAAvailable,VAOccupied,HRRevenue,HRRealRevenue,HRADR,HRRealADR,HRRevpar,HRRealRevpar,HRORate,HRAvailable,HROccupied,VABRevenue,VABRealRevenue,VABADR,VABRealADR,VABRevpar,VABRealRevpar,VABORate,VABAvailable,VABOccupied,NOPRevenue,NOPRealRevenue,NOPADR,NOPRealADR,NOPRevpar,NOPRealRevpar,NOPORate,NOPAvailable,NOPOccupied,WBRevenue,WBRealRevenue,WBADR,WBRealADR,WBRevpar,WBRealRevpar,WBORate,WBAvailable,WBOccupied,CSMRevenue,CSMRealRevenue,CSMADR,CSMRealADR,CSMRevpar,CSMRealRevpar,CSMORate,CSMAvailable,CSMOccupied,OCRevenue,OCRealRevenue,OCADR,OCRealADR,OCRevpar,OCRealRevpar,OCORate,OCAvailable,OCOccupied,MBRevenue,MBRealRevenue,MBADR,MBRealADR,MBRevpar,MBRealRevpar,MBORate,MBAvailable,MBOccupied,NORevenue,NORealRevenue,NOADR,NORealADR,NORevpar,NORealRevpar,NOORate,NOAvailable,NOOccupied,CHRevenue,CHRealRevenue,CHADR,CHRealADR,CHRevpar,CHRealRevpar,CHORate,CHAvailable,CHOccupied,SURevenue,SURealRevenue,SUADR,SURealADR,SURevpar,SURealRevpar,SUORate,SUAvailable,SUOccupied,HARevenue,HARealRevenue,HAADR,HARealADR,HARevpar,HARealRevpar,HAORate,HAAvailable,HAOccupied,NNRevenue,NNRealRevenue,NNADR,NNRealADR,NNRevpar,NNRealRevpar,NNORate,NNAvailable,NNOccupied,CCRevenue,CCRealRevenue,CCADR,CCRealADR,CCRevpar,CCRealRevpar,CCORate,CCAvailable,CCOccupied,CCGKRevenue,CCGKRealRevenue,CCGKADR,CCGKRealADR,CCGKRevpar,CCGKRealRevpar,CCGKORate,CCGKAvailable,CCGKOccupied,BWMRevenue,BWMRealRevenue,BWMADR,BWMRealADR,BWMRevpar,BWMRealRevpar,BWMORate,BWMAvailable,BWMOccupied,CVMRevenue,CVMRealRevenue,CVMADR,CVMRealADR,CVMRevpar,CVMRealRevpar,CVMORate,CVMAvailable,CVMOccupied,BKRevenue,BKRealRevenue,BKADR,BKRealADR,BKRevpar,BKRealRevpar,BKORate,BKAvailable,BKOccupied,LBRevenue,LBRealRevenue,LBADR,LBRealADR,LBRevpar,LBRealRevpar,LBORate,LBAvailable,LBOccupied,RIPRevenue,RIPRealRevenue,RIPADR,RIPRealADR,RIPRevpar,RIPRealRevpar,RIPORate,RIPAvailable,RIPOccupied,ROMRevenue,ROMRealRevenue,ROMADR,ROMRealADR,ROMRevpar,ROMRealRevpar,ROMORate,ROMAvailable,ROMOccupied,SHMRevenue,SHMRealRevenue,SHMADR,SHMRealADR,SHMRevpar,SHMRealRevpar,SHMORate,SHMAvailable,SHMOccupied,DCRevenue,DCRealRevenue,DCADR,DCRealADR,DCRevpar,DCRealRevpar,DCORate,DCAvailable,DCOccupied,POBKRevenue,POBKRealRevenue,POBKADR,POBKRealADR,POBKRevpar,POBKRealRevpar,POBKORate,POBKAvailable,POBKOccupied,VAPDCRevenue,VAPDCRealRevenue,VAPDCADR,VAPDCRealADR,VAPDCRevpar,VAPDCRealRevpar,VAPDCORate,VAPDCAvailable,VAPDCOccupied,MDRevenue,MDRealRevenue,MDADR,MDRealADR,MDRevpar,MDRealRevpar,MDORate,MDAvailable,MDOccupied,DCCBDRevenue,DCCBDRealRevenue,DCCBDADR,DCCBDRealADR,DCCBDRevpar,DCCBDRealRevpar,DCCBDORate,DCCBDAvailable,DCCBDOccupied,NHMRevenue,NHMRealRevenue,NHMADR,NHMRealADR,NHMRevpar,NHMRealRevpar,NHMORate,NHMAvailable,NHMOccupied
1991,44.859926,32.940000,58.266178,42.782484,36.100000,26.506761,61.960000,3404.425981,2109.352496,1.239167,0.910000,53.774105,39.484137,32.180000,23.628465,59.840000,105.496682,63.134058,347.260000,254.980000,52.166669,38.303863,29.720000,21.822187,56.970000,32.014740,18.237419,120.170000,88.240000,56.025787,41.137456,32.270000,23.694548,57.600000,10.202721,5.876570,58.350000,42.840000,46.804960,34.366978,28.250000,20.742826,60.350000,5.659082,3.415271,115.850000,85.060000,61.828920,45.398460,34.270000,25.163067,55.430000,9.261386,5.133414,14.480000,10.630000,38.532962,28.293187,22.960000,16.858594,59.580000,1.728353,1.029737,129.650000,95.200000,65.854747,48.354461,38.310000,28.129474,58.180000,9.270759,5.393819,305.540000,224.340000,61.826566,45.396732,39.280000,28.841706,63.530000,21.310395,13.539384,51.590000,37.880000,46.791986,34.357452,28.100000,20.632687,60.050000,5.030082,3.020608,11.760000,8.640000,39.511996,29.012051,23.740000,17.431316,60.090000,1.357353,0.815567,,,,,,,,,,19.840000,14.570000,38.822481,28.505769,22.850000,16.777825,58.860000,2.378575,1.400123,17.290000,12.690000,37.063984,27.214576,18.310000,13.444288,49.400000,2.586622,1.277888,73.210000,53.750000,51.253757,37.633548,28.250000,20.742826,55.110000,7.100466,3.913249,,,,,,,,,,26.090000,19.160000,40.756772,29.926039,25.160000,18.473964,61.740000,2.840940,1.753932,28.340000,20.810000,53.527998,39.303431,31.740000,23.305391,59.300000,2.446000,1.450463,36.090000,26.500000,40.445980,29.697838,24.360000,17.886557,60.230000,4.058422,2.444534,16.860000,12.380000,44.883071,32.955813,26.050000,19.127455,58.050000,1.772630,1.028934,134.600000,98.830000,46.184907,33.911698,26.930000,19.773603,58.320000,13.691696,7.984427,40.670000,29.860000,44.286528,32.517796,26.540000,19.487242,59.920000,4.199000,2.515923,29.630000,21.760000,40.550101,29.774290,25.610000,18.804381,63.160000,3.169575,2.002052,1.312099,0.960000,77.046267,56.571939,48.510000,35.618919,62.960000,74.106408,46.657573,9.970000,7.320000,40.931910,30.054636,24.700000,18.136205,60.360000,1.105444,0.667203,485.010000,356.120000,66.523008,48.845138,41.360000,30.368965,62.170000,32.130142,19.975005,207.520000,152.370000,57.079754,41.911341,34.470000,25.309919,60.390000,16.493175,9.960403,606.400000,445.250000,104.371869,76.636017,68.600000,50.370189,65.730000,24.217658,15.917674,38.410000,28.200000,37.816651,27.767228,20.380000,14.964205,53.890000,5.163197,2.782427
1992,46.439408,33.100000,59.174654,42.172220,36.990000,26.361801,62.500000,3430.534735,2144.222587,1.289636,0.920000,54.695432,38.979997,33.190000,23.653641,60.680000,106.164880,64.422131,357.820000,255.010000,53.164680,37.889070,30.570000,21.786435,57.500000,31.981817,18.389175,123.900000,88.300000,57.474786,40.960769,33.630000,23.967217,58.510000,10.066197,5.889740,60.110000,42.840000,46.316855,33.008805,28.440000,20.268440,61.400000,5.775178,3.545836,117.210000,83.530000,64.316350,45.836572,34.630000,24.679891,53.850000,9.246705,4.979216,16.320000,11.630000,39.305638,28.012095,24.790000,17.667181,63.080000,1.798798,1.134694,127.940000,91.180000,65.661043,46.794899,37.260000,26.554223,56.750000,9.381117,5.323557,325.240000,231.790000,63.736835,45.423567,41.570000,29.625846,65.230000,21.375577,13.942415,53.490000,38.120000,46.565182,33.185781,28.390000,20.232807,60.960000,5.147896,3.138336,13.480000,9.600000,40.697724,29.004198,25.770000,18.365602,63.320000,1.428811,0.904721,,,,,,,,,,20.790000,14.810000,40.353791,28.759086,23.940000,17.061409,59.330000,2.372077,1.407377,18.140000,12.920000,37.458344,26.695577,19.620000,13.982658,52.380000,2.525404,1.322795,76.810000,54.740000,53.704219,38.273585,30.260000,21.565507,56.340000,6.936104,3.907585,,,,,,,,,,26.920000,19.190000,41.142991,29.321529,25.000000,17.816843,60.770000,2.941768,1.787795,29.160000,20.780000,53.949428,38.448339,32.670000,23.283050,60.550000,2.439317,1.477025,37.800000,26.940000,41.112785,29.300001,24.670000,17.581661,60.010000,4.186292,2.512374,16.210000,11.550000,44.795399,31.924503,24.760000,17.645801,55.260000,1.789098,0.988730,134.270000,95.690000,46.786744,33.343683,27.260000,19.427485,58.250000,13.460410,7.841243,41.750000,29.750000,45.488621,32.418544,27.190000,19.377598,59.770000,4.195861,2.507738,29.290000,20.880000,40.298658,28.719794,25.340000,18.059152,62.890000,3.158000,1.985943,1.377351,0.980000,78.737089,56.113854,50.660000,36.104050,64.340000,74.282710,47.795202,10.960000,7.810000,41.841151,29.819088,24.310000,17.325098,58.100000,1.231388,0.715478,519.390000,370.160000,67.430928,48.056250,43.410000,30.937166,64.380000,32.689557,21.045238,203.290000,144.880000,57.325526,40.854396,33.990000,24.223780,59.300000,16.339798,9.689197,640.830000,456.700000,107.938282,76.924776,73.200000,52.167716,67.820000,23.919011,16.221303,40.280000,28.710000,38.759954,27.623200,21.600000,15.393752,55.740000,5.094940,2.839689
1993,48.445911,33.540000,60.552177,41.916708,38.320000,26.526680,63.290000,3463.426332,2191.969471,1.362421,0.940000,56.161891,38.877571,35.130000,24.318431,62.550000,106.259819,66.462499,366.820000,253.930000,54.979261,38.058906,31.500000,21.805596,57.300000,31.903230,18.279304,125.750000,87.050000,59.414121,41.128898,34.380000,23.799250,57.860000,10.021142,5.798693,57.760000,39.980000,48.863542,33.825353,27.410000,18.974329,56.110000,5.772205,3.238504,122.750000,84.980000,66.485081,46.023707,36.410000,25.204500,54.770000,9.236715,5.058501,18.340000,12.700000,40.295820,27.894424,27.070000,18.738967,67.190000,1.856000,1.246981,135.390000,93.730000,65.867717,45.596343,40.240000,27.855783,61.090000,9.218186,5.631663,337.850000,233.870000,65.581535,45.398236,43.170000,29.884050,65.830000,21.439208,14.113879,51.360000,35.550000,49.147947,34.022231,27.360000,18.939717,55.670000,5.143205,2.863052,15.290000,10.580000,41.378004,28.643557,28.210000,19.528122,68.180000,1.485000,1.012433,,,,,,,,,,22.520000,15.590000,41.376431,28.642467,26.240000,18.164407,63.430000,2.351167,1.491310,18.190000,12.590000,37.611016,26.035892,20.190000,13.976348,53.690000,2.468000,1.325123,82.330000,56.990000,55.954661,38.734118,32.970000,22.823190,58.920000,6.840904,4.030962,,,,,,,,,,28.690000,19.860000,42.471846,29.400759,26.600000,18.413614,62.630000,2.955000,1.850847,34.190000,23.670000,56.880960,39.375340,37.560000,26.000577,66.020000,2.494000,1.646644,39.060000,27.040000,41.283828,28.578363,25.470000,17.631382,61.710000,4.200704,2.592071,17.620000,12.200000,45.031026,31.172328,26.900000,18.621286,59.750000,1.794000,1.071841,142.870000,98.900000,47.323156,32.759035,28.840000,19.964234,60.940000,13.574290,8.271553,41.450000,28.690000,45.056591,31.190025,28.210000,19.528122,62.600000,4.026151,2.520532,31.000000,21.460000,41.010190,28.388940,27.050000,18.725123,65.950000,3.140000,2.070847,1.497047,1.040000,81.587674,56.478344,54.980000,38.059417,67.380000,74.604564,50.271058,11.430000,7.910000,42.262176,29.255616,25.600000,17.721373,60.570000,1.223164,0.740849,560.050000,387.690000,69.235908,47.927943,46.710000,32.334583,67.460000,32.849375,22.161562,218.550000,151.290000,58.641484,40.594047,36.520000,25.280646,62.280000,16.394797,10.210852,703.610000,487.070000,113.303655,78.433450,80.250000,55.552351,70.820000,24.022392,17.013564,42.210000,29.220000,39.382156,27.261948,23.050000,15.956158,58.530000,5.017167,2.936625
1994,51.884356,35.000000,62.817067,42.379536,40.530000,27.343566,64.520000,3507.483534,2262.902882,1.442549,0.970000,58.631215,39.555550,37.240000,25.123967,63.510000,106.141666,67.407611,387.140000,261.180000,56.840872,38.347696,33.490000,22.594029,58.920000,31.670548,18.660129,130.380000,87.960000,61.942298,41.789373,35.900000,24.219936,57.960000,9.949600,5.766855,61.210000,41.290000,49.369883,33.307393,29.100000,19.632316,58.940000,5.763000,3.396540,128.030000,86.370000,70.045079,47.255914,38.040000,25.663687,54.300000,9.221373,5.007559,20.060000,13.530000,42.351320,28.572319,29.610000,19.976387,69.920000,1.856000,1.297644,146.790000,99.030000,70.749693,47.731282,43.270000,29.192107,61.160000,9.293641,5.684219,373.060000,251.680000,67.330681,45.424645,46.290000,31.229550,68.760000,22.077422,15.179901,54.570000,36.820000,49.916492,33.676162,29.120000,19.645809,58.340000,5.134000,2.995249,16.650000,11.230000,43.603351,29.417002,30.720000,20.725249,70.450000,1.485000,1.046148,,,,,,,,,,23.930000,16.140000,42.994198,29.006037,29.600000,19.969641,68.850000,2.214575,1.524797,21.830000,14.730000,39.004014,26.314059,24.240000,16.353517,62.140000,2.468000,1.533562,88.920000,59.990000,57.683754,38.916346,35.250000,23.781413,61.110000,6.911252,4.223290,,,,,,,,,,30.480000,20.560000,43.304431,29.215335,28.260000,19.065610,65.260000,2.955000,1.928296,34.530000,23.300000,57.951281,39.096833,37.930000,25.589475,65.450000,2.494000,1.632444,39.910000,26.930000,42.409763,28.611747,25.530000,17.223815,60.200000,4.282693,2.578238,20.250000,13.660000,47.488657,32.038224,30.280000,20.428403,63.760000,1.832110,1.168082,156.010000,105.250000,49.482317,33.383247,31.200000,21.049081,63.050000,13.699186,8.637797,41.430000,27.950000,46.492760,31.366342,29.720000,20.050599,63.920000,3.819849,2.441649,33.020000,22.280000,42.490892,28.666482,28.410000,19.166807,66.850000,3.184559,2.128882,1.501668,1.010000,82.953256,55.964416,55.240000,37.267667,66.590000,74.482271,49.596099,11.530000,7.780000,43.719234,29.495182,25.630000,17.291280,58.630000,1.232693,0.722778,596.270000,402.270000,73.152436,49.352293,49.720000,33.543599,67.970000,32.855373,22.331600,229.760000,155.010000,60.780353,41.005467,38.560000,26.014505,63.450000,16.323668,10.356660,660.070000,445.320000,112.718923,76.045824,75.460000,50.909091,66.950000,23.965230,16.043603,47.470000,32.020000,40.747586,27.490360,26.650000,17.979423,65.390000,4.880575,3.191532
1995,55.448682,36.390000,65.821244,43.194517,42.630000,27.975500,64.760000,3563.624636,2307.981263,1.509622,0.990000,61.402297,40.294628,38.670000,25.376791,62.970000,106.962238,67.358236,408.160000,267.850000,60.399672,39.636666,35.270000,23.145576,58.390000,31.708173,18.513975,138.750000,91.050000,65.491077,42.977848,38.110000,25.009297,58.200000,9.973400,5.804296,61.320000,40.240000,51.570533,33.842633,29.150000,19.129389,56.520000,5.763000,3.257512,137.650000,90.330000,73.925923,48.513129,40.940000,26.866455,55.370000,9.212323,5.101318,21.240000,13.940000,44.307252,29.076180,30.860000,20.251559,69.650000,1.886151,1.313614,156.870000,102.950000,74.581797,48.943540,45.530000,29.878596,61.050000,9.439430,5.762647,419.300000,275.160000,71.585273,46.977102,50.440000,33.100733,70.460000,22.776507,16.047433,55.330000,36.310000,52.010280,34.131213,29.520000,19.372197,56.770000,5.134000,2.914375,17.820000,11.690000,45.556371,29.895901,32.220000,21.144045,70.720000,1.515151,1.071573,,,,,,,,,,24.810000,16.280000,46.512396,30.523283,30.690000,20.139998,65.980000,2.214575,1.461208,22.590000,14.830000,42.809180,28.093085,25.160000,16.510992,58.760000,2.460723,1.445984,91.170000,59.830000,59.106170,38.787818,35.920000,23.572132,60.770000,6.953836,4.225833,,,,,,,,,,32.100000,21.060000,46.099448,30.252290,29.780000,19.542820,64.600000,2.953132,1.907658,36.520000,23.970000,59.780330,39.230229,39.660000,26.026468,66.350000,2.522734,1.673718,43.200000,28.350000,43.178584,28.335503,26.510000,17.396916,61.390000,4.465315,2.741375,20.990000,13.770000,49.426036,32.435330,31.290000,20.533742,63.310000,1.837827,1.163474,162.570000,106.680000,51.818189,34.005155,32.460000,21.301542,62.640000,13.720934,8.595211,44.900000,29.460000,49.097093,32.219464,28.930000,18.985016,58.930000,4.251359,2.505482,35.160000,23.080000,44.475284,29.186449,29.960000,19.660943,67.350000,3.216000,2.166126,1.592542,1.050000,86.808065,56.966902,58.710000,38.527836,67.630000,74.319797,50.261786,11.010000,7.230000,42.191453,27.687708,24.910000,16.346932,59.040000,1.211000,0.714981,624.570000,409.870000,76.306915,50.075631,52.120000,34.203216,68.300000,32.830595,22.424532,238.770000,156.690000,63.487472,41.663002,40.630000,26.663021,64.000000,16.099373,10.303666,712.920000,467.850000,117.410012,77.049116,81.420000,53.431040,69.350000,23.988115,16.635819,49.200000,32.290000,44.380676,29.124364,27.660000,18.151591,62.320000,4.873299,3.037236
1996,60.186401,38.370000,70.079380,44.679235,45.180000,28.804590,64.470000,3639.981675,2346.535000,1.595908,1.020000,64.114822,40.876521,40.370000,25.737966,62.960000,108.020423,68.009311,416.180000,265.330000,62.431720,39.803456,35.700000,22.760599,57.190000,31.847415,18.213456,142.180000,90.640000,67.906466,43.293889,38.730000,24.692381,57.030000,10.030322,5.720462,63.910000,40.750000,53.283496,33.970989,30.180000,19.241313,56.650000,5.785150,3.277120,134.690000,85.870000,76.758008,48.937206,40.200000,25.629582,52.370000,9.154235,4.794486,22.910000,14.610000,46.057553,29.364076,30.780000,19.623844,66.820000,2.034210,1.359347,162.400000,103.540000,78.123699,49.807905,46.530000,29.665285,59.560000,9.535883,5.679495,406.750000,259.320000,73.863870,47.092044,47.780000,30.462225,64.680000,23.260811,15.045590,57.730000,36.810000,54.120438,34.504582,30.810000,19.642971,56.920000,5.119973,2.914533,19.530000,12.450000,47.633171,30.368614,32.060000,20.439911,67.310000,1.664224,1.120167,,,,,,,,,,26.110000,16.650000,49.443134,31.522559,32.300000,20.592923,65.340000,2.208525,1.442970,24.510000,15.620000,44.884550,28.616226,27.470000,17.513548,61.200000,2.437514,1.491694,89.910000,57.320000,60.109386,38.322847,35.110000,22.384444,58.410000,6.996590,4.086713,,,,,,,,,,33.390000,21.290000,48.052199,30.635766,30.910000,19.706726,64.320000,2.952046,1.898672,39.350000,25.090000,61.464002,39.186485,41.380000,26.381894,67.330000,2.597872,1.749164,48.120000,30.680000,46.840655,29.863344,28.410000,18.112847,60.650000,4.627533,2.806697,21.380000,13.630000,50.591885,32.254947,32.830000,20.930826,64.890000,1.779303,1.154642,176.860000,112.760000,55.291094,35.250936,35.190000,22.435448,63.640000,13.733530,8.739809,49.460000,31.540000,51.361496,32.745614,31.170000,19.872490,60.680000,4.336306,2.631350,38.060000,24.260000,45.696789,29.134070,32.260000,20.567421,70.600000,3.223098,2.275533,1.676368,1.070000,90.498018,57.697174,61.050000,38.922537,67.470000,75.018852,50.611492,12.230000,7.800000,47.464907,30.261337,27.670000,17.641058,58.290000,1.207691,0.703954,674.780000,430.210000,80.186661,51.123150,55.170000,35.173733,68.800000,33.419757,22.992232,252.540000,161.010000,66.846803,42.618299,42.840000,27.312719,64.090000,16.105003,10.322101,731.610000,466.440000,122.393730,78.032343,83.060000,52.955053,67.860000,24.067456,16.331923,52.480000,33.460000,46.831911,29.857769,29.610000,18.877909,63.220000,4.843497,3.062041
1997,65.393589,40.740000,74.179231,46.212791,47.430000,29.548334,63.940000,3777.439082,2415.238268,1.750179,1.090000,68.546750,42.703821,43.070000,26.832105,62.830000,111.332156,69.952416,454.330000,283.040000,66.223744,41.256616,38.110000,23.742083,57.550000,32.657581,18.795797,154.080000,95.990000,71.330490,44.438058,41.540000,25.878933,58.240000,10.161085,5.917888,69.120000,43.060000,59.680780,37.180426,32.650000,20.340567,54.710000,5.800063,3.173170,148.180000,92.310000,79.972249,49.821773,44.070000,27.455093,55.110000,9.211597,5.076408,26.620000,16.580000,46.981859,29.269147,31.380000,19.549372,66.790000,2.323937,1.552195,179.820000,112.030000,82.126351,51.163753,50.600000,31.523206,61.620000,9.735882,5.998932,445.670000,277.640000,77.211612,48.101928,49.480000,30.825459,64.090000,24.674849,15.813712,62.710000,39.070000,60.490666,37.684975,33.430000,20.826498,55.270000,5.139351,2.840395,22.880000,14.260000,48.641576,30.303131,32.250000,20.091372,66.300000,1.944115,1.288992,,,,,,,,,,26.920000,16.770000,52.696618,32.829375,32.820000,20.446475,62.290000,2.247332,1.399792,26.290000,16.380000,48.076295,29.950968,27.330000,17.026269,56.850000,2.635923,1.498392,100.130000,62.380000,61.898123,38.561804,38.520000,23.997508,62.230000,7.121351,4.431934,,,,,,,,,,34.800000,21.680000,50.824007,31.662760,30.680000,19.113280,60.360000,3.107608,1.875701,43.650000,27.200000,66.486665,41.420412,43.620000,27.174748,65.610000,2.741781,1.798879,50.190000,31.270000,51.083442,31.824385,27.740000,17.281695,54.300000,4.957233,2.691953,22.860000,14.240000,52.514853,32.716137,34.650000,21.586543,65.980000,1.807241,1.192362,193.190000,120.350000,58.445677,36.410971,36.980000,23.038106,63.270000,14.313953,9.055882,52.500000,32.710000,54.375523,33.875313,31.110000,19.381165,57.210000,4.624200,2.645422,39.800000,24.800000,46.972744,29.263468,32.600000,20.309418,69.400000,3.345288,2.321482,1.857481,1.160000,96.230718,59.950608,66.960000,41.715294,69.580000,76.001230,52.883195,12.610000,7.860000,50.811529,31.654986,26.470000,16.490499,52.090000,1.305734,0.680167,757.040000,471.630000,86.681369,54.001476,60.740000,37.840307,70.080000,34.144641,23.927696,283.200000,176.430000,71.382555,44.470494,47.640000,29.679161,66.730000,16.287863,10.869619,798.760000,497.620000,127.894371,79.676693,90.970000,56.673243,71.130000,24.055726,17.110860,56.330000,35.090000,50.169491,31.255004,29.900000,18.627349,59.600000,5.160899,3.076137
1998,70.265779,43.110000,77.521595,47.556830,49.010000,30.065948,63.230000,3927.557014,2483.294929,1.882340,1.150000,71.491988,43.857873,44.800000,27.483258,62.670000,115.101737,72.135282,492.050000,301.850000,68.593612,42.079819,40.580000,24.894433,59.160000,33.220742,19.653005,167.730000,102.890000,74.091711,45.452714,45.140000,27.691836,60.920000,10.180477,6.202129,73.100000,44.850000,60.768512,37.279390,34.670000,21.268851,57.050000,5.776942,3.295789,155.610000,95.460000,83.101659,50.980007,45.840000,28.121262,55.170000,9.299405,5.130068,31.700000,19.450000,50.798280,31.162996,35.630000,21.857778,70.140000,2.437595,1.709827,194.870000,119.550000,85.206924,52.271514,54.660000,33.532028,64.150000,9.767825,6.265951,461.120000,282.880000,77.836562,47.750051,48.400000,29.691734,62.180000,26.102762,16.230756,65.800000,40.370000,61.298513,37.604527,35.020000,21.483564,57.130000,5.147953,2.941005,27.640000,16.950000,52.354916,32.117939,37.270000,22.863862,71.190000,2.031595,1.446290,3.210000,1.970000,42.244969,25.915834,26.170000,16.054394,61.950000,0.336000,0.208145,29.100000,17.850000,55.913307,34.300889,34.470000,21.146158,61.650000,2.312575,1.425660,30.480000,18.700000,50.054850,30.706927,29.120000,17.864117,58.180000,2.867981,1.668499,101.160000,62.060000,63.897687,39.199031,39.320000,24.121466,61.530000,7.048888,4.337430,6.470000,3.970000,55.403453,33.988111,32.270000,19.796534,58.240000,549.000000,319.726027,36.240000,22.230000,53.021104,32.526622,31.090000,19.072645,58.630000,3.193986,1.872647,46.050000,28.250000,69.321338,42.526254,43.620000,26.759368,62.920000,2.892482,1.819901,55.500000,34.050000,52.910000,32.458463,28.580000,17.532846,54.010000,5.321178,2.873888,23.820000,14.620000,55.180728,33.851477,33.780000,20.722867,61.210000,1.932449,1.182904,213.890000,131.210000,61.417993,37.677824,38.170000,23.415981,62.150000,15.352652,9.540986,56.200000,34.470000,56.389164,34.592810,31.810000,19.514340,56.410000,4.840466,2.730315,39.890000,24.470000,50.131651,30.754042,32.010000,19.637033,63.850000,3.414312,2.179964,1.984296,1.220000,101.003466,61.962149,69.660000,42.734012,68.970000,78.040315,53.824178,15.120000,9.280000,54.167504,33.229899,28.160000,17.275190,51.980000,1.471279,0.764767,811.800000,498.010000,90.821379,55.715789,63.140000,38.734216,69.520000,35.225803,24.488918,305.680000,187.530000,75.823481,46.515095,50.130000,30.753029,66.110000,16.707110,11.045293,846.650000,519.390000,134.343123,82.414880,94.620000,58.046112,70.430000,24.515258,17.266164,63.910000,39.210000,52.814623,32.399953,31.680000,19.434589,59.990000,5.526323,3.315192
